Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 111 | 1 | 3fffe0 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.a6e929ca.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe5 | c20444e2.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.a3b5c767.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffec | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.b8cadc7d.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 000 | 1 | 7ffff7 | 00000000.00000000.00000000.00000000.00000000.00000000.7cbeff80.00000000. | 1 | 7fffdc | 00000000.00000000.0a4c8d0c.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffdf | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.5264760d. | 1 | 7ffff4 | 00000000.d3e5f78f.00000000.00000000.00000000.00000000.00000000.00000000. |
| 001 | 1 | 7fffe2 | 00000000.00000000.00000000.00000000.4c8ecf4e.00000000.00000000.00000000. | 1 | 7fffd2 | 00000000.00000000.ef3171f4.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffd5 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.798b9d35. | 1 | 7ffffa | 00000000.00000000.00000000.e5f809a1.00000000.00000000.00000000.00000000. |
| 010 | 1 | 7fffe8 | 00000000.00000000.00000000.00000000.00000000.00000000.8ed11190.00000000. | 1 | 7ffffd | bf0141c2.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffc0 | 00000000.00000000.00000000.00000000.00000000.f80a1bb3.00000000.00000000. | 1 | 7fffe5 | 00000000.6476881f.00000000.00000000.00000000.00000000.00000000.00000000. |
| 011 | 1 | 7fffc6 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.0a1c2dc5. | 1 | 7fffeb | 00000000.00000000.00000000.76889a31.00000000.00000000.00000000.00000000. | 1 | 7fffde | 00000000.00000000.00000000.00000000.00000000.00000000.73b5f678.00000000. | 1 | 7fffc3 | 00000000.00000000.01438404.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 7ffff1 | 00000000.00000000.00000000.00000000.00000000.889aac43.00000000.00000000. | 1 | 7fffe1 | 00000000.00000000.00000000.9dafc159.00000000.00000000.00000000.00000000. | 1 | 7fffc9 | 00000000.00000000.00000000.00000000.4385c646.00000000.00000000.00000000. | 1 | 7fffee | d11353d2.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 7fffcf | 00000000.00000000.00000000.00000000.00000000.00000000.85c80888.00000000. | 1 | 7ffff4 | 00000000.00000000.13559614.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.00000000.7fffbfb0.00000eb6.00000000.00000000.00000000. | 1 | 7ffff7 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.9aacbe55. |
| 110 | 1 | 7fffed | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.c1d3e57d. | 1 | 7fffd2 | 00000000.00000000.00000000.2e4051e9.00000000.00000000.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.5597d856.00000eb6.00000db7.00000000.7fffbfe0.00400034. | 1 | 7ffffa | 00000000.00000000.00000000.00000000.5597d856.00000000.00000000.00000000. |
| 111 | 1 | 7ffff0 | 00000000.00000000.00000000.00000000.3a7cbd3e.00000000.00000000.00000000. | 1 | 7fffd5 | c80a4aca.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffd8 | 00000000.00000000.00000000.00000000.00000000.405263fb.00000000.00000000. | 1 | 7fffc8 | 00000000.00000000.00000000.55677911.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                                                 way0                                                                 | v |  tag   |                                                                 way1                                                                 | v |  tag   |                                                                 way2                                                                 | v |  tag   |                                                                 way3                                                                 |
| 000 | 1 | 3fffed | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.102233cd.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff5 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.fb0d1eb7.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe6 | acef2fb2.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe1 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.91d4149a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 001 | 1 | 3fffec | 00000000.00000000.00000000.00000000.3173b436.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffb | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.1f3142db.00000000.00000000. | 1 | 3fffe4 | 00000000.00000000.d41656dc.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff8 | 00000000.00000000.00000000.0d1f30c9.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 010 | 1 | 3fffea | 00000000.00000000.00000000.00000000.00000000.00000000.589adb60.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe6 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.1c2e3fd7.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffe | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.314354ed.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff2 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.b5f838ba.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 011 | 1 | 3ffff5 | 00000000.00000000.f83a7afc.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffc | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.6a7c8e27.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe1 | 00000000.435566ff.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff0 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.dd1f5fe4.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 3fffff | 00000000.00000000.00000000.7c8ea039.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff3 | 00000000.00000000.00000000.00000000.1f61a226.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe7 | 00000000.00000000.00000000.00000000.00000000.67798b23.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff6 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.61a3e468.00000000. |
| 101 | 1 | 3fffe5 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.a0b2c45d.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff9 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.a3e626aa.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff1 | 00000000.00000000.00000000.00000000.00000000.00000000.4688c950.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffed | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.8b9daf47.00000000.00000000.00000000.00000000.00000000.00000000. |
| 110 | 1 | 3fffeb | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.c4d6e881.00000000.00000000.00000000.00000000. | 1 | 3ffffc | 00000000.00000000.e62868ec.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffff | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.286aab2e.00000000.00000000.00000000. | 1 | 3ffff3 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.afc1d36b.00000000.00000000. |
| 111 | 1 | 3ffffd | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.4f91d258.00000000. | 1 | 3fffe2 | 00000000.00000000.00000000.00000000.00000000.00000000.6aaced70.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff1 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.e8fb0ca5. | 1 | 3fffee | 00000000.00000000.00000000.00000000.00000000.d6e8fa93.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 000 | 1 | 7ffffb | 00000000.00000000.00000000.00000000.4082c326.00000000.00000000.00000000. | 1 | 7fffeb | 00000000.00000000.e32565cc.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffee | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.192b3ccd. | 1 | 7fffd3 | 00000000.00000000.00000000.8597a939.00000000.00000000.00000000.00000000. |
| 001 | 1 | 7fffc1 | 00000000.00000000.00000000.00000000.00000000.00000000.82c50568.00000000. | 1 | 7fffd6 | b2f5359a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffd9 | 00000000.00000000.00000000.00000000.00000000.97a9bb4b.00000000.00000000. | 1 | 7ffffe | 00000000.041627b7.00000000.00000000.00000000.00000000.00000000.00000000. |
| 010 | 1 | 7ffff7 | 00000000.00000000.00000000.00000000.00000000.00000000.67a9ea50.00000000. | 1 | 7fffdc | 00000000.00000000.f53777dc.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffdf | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.a9bbcd5d. | 1 | 7fffc4 | 00000000.00000000.00000000.162839c9.00000000.00000000.00000000.00000000. |
| 011 | 1 | 7fffca | 00000000.00000000.00000000.00000000.00000000.283a4bdb.00000000.00000000. | 1 | 7ffffa | 00000000.00000000.00000000.3d4f60f1.00000000.00000000.00000000.00000000. | 1 | 7fffe2 | 00000000.00000000.00000000.00000000.3779ba1e.00000000.00000000.00000000. | 1 | 7fffc7 | c50747aa.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 7fffd0 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.3a4c5ded. | 1 | 7fffe5 | 00000000.bbcddf6f.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffe8 | 00000000.00000000.00000000.00000000.00000000.00000000.79bbfc60.00000000. | 1 | 7fffcd | 00000000.00000000.074989ec.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 7fffeb | 00000000.00000000.00000000.cddff181.00000000.00000000.00000000.00000000. | 1 | 7fffd3 | 00000000.00000000.00000000.00000000.498bcc2e.00000000.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.00000000.7fffbfb0.00000678.00000000.00000000.00000000. | 1 | 7fffc6 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.61738515. |
| 110 | 1 | 7fffee | bbfe3ea2.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffff1 | 00000000.00000000.00000000.00000000.00000000.dff20393.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.4c5e6fff.00000678.00000e90.00000000.7fffbfe0.00400034. | 1 | 7fffd6 | 00000000.4c5e6fff.00000000.00000000.00000000.00000000.00000000.00000000. |
| 111 | 1 | 7fffcf | 00000000.00000000.00000000.00000000.00000000.00000000.70b2f358.00000000. | 1 | 7ffff4 | 00000000.00000000.fe4080e4.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffff7 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.f20415a5. | 1 | 7fffcc | 00000000.73859727.00000000.00000000.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                                                 way0                                                                 | v |  tag   |                                                                 way1                                                                 | v |  tag   |                                                                 way2                                                                 | v |  tag   |                                                                 way3                                                                 |
| 000 | 1 | 3fffef | 00000000.00000000.00000000.00000000.00000000.2e4051e3.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff2 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.405263f5. | 1 | 3fffe3 | 00000000.00000000.00000000.00000000.00000000.00000000.5597d840.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffe | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.3a7cbd28.00000000. |
| 001 | 1 | 3fffe6 | 97da1a82.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe9 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.da1c5cc4.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffa | 00000000.2b3d4edf.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff5 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.52647607.00000000.00000000.00000000.00000000.00000000.00000000. |
| 010 | 1 | 3fffec | 00000000.00000000.00000000.00000000.1c5e9f06.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff8 | 00000000.00000000.00000000.64768819.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe0 | 00000000.00000000.00000000.00000000.00000000.4f617303.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffef | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.5ea0e148.00000000. |
| 011 | 1 | 3fffea | 00000000.00000000.00000000.00000000.00000000.00000000.4385c630.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff9 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.afc1d365. | 1 | 3ffffe | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.889aac3d.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff2 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.a0e3238a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 3fffe4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.acbed061.00000000.00000000.00000000.00000000. | 1 | 3ffff8 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.2567a80e.00000000.00000000.00000000. | 1 | 3fffe1 | 00000000.9aacbe4f.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff0 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.c80a4ab4.00000000.00000000.00000000.00000000.00000000. |
